Scenario,HexID,chargerAccessType,Annual_avg_daily_chargingTime_min_day,Annual_total_chargingTime_min_day,Annual_avg_daily_chargingCost_SEK_day,Annual_total_chargingCost_SEK_day,Annual_avg_daily_energy_kWh_day,Annual_total_energy_kWh_day
VIPV50_Wp700,111,work,1406.4793378995432,513364.9583333333,735.068493150685,268300.0,183.76712328767124,67075.0
VIPV50_Wp700,112,home,10228.499429223744,3733402.291666667,2471.4213743970977,902068.8016549407,1047.227195652147,382237.9264130336
VIPV50_Wp700,112,public,1732.1664383561645,632240.75,2186.7020547945203,798146.25,397.5821917808219,145117.5
VIPV50_Wp700,112,work,663.3740867579909,242131.54166666666,363.3150684931507,132610.0,90.82876712328768,33152.5
VIPV50_Wp700,113,home,0.0,0.0,0.0,0.0,0.0,0.0
VIPV50_Wp700,113,public,2092.5425799086756,763778.0416666666,2170.013698630137,792055.0,394.54794520547944,144010.0
VIPV50_Wp700,113,work,3994.1151826484015,1457852.0416666665,2099.5342465753424,766330.0,524.8835616438356,191582.5
VIPV50_Wp700,114,home,1830.7657534246575,668229.5,459.2601985688338,167629.97247762434,183.1095890410959,66835.0
VIPV50_Wp700,114,public,1199.3671232876711,437769.0,1135.109589041096,414315.0,206.3835616438356,75330.0
VIPV50_Wp700,114,work,3843.5348173515986,1402890.2083333335,2048.931506849315,747860.0,512.2328767123288,186965.0
VIPV50_Wp700,115,home,8411.409931506849,3070164.625,1945.7053636173332,710182.4577203266,849.871458348834,310203.08229732444
