TimeIndex,chargerAccessType,Hour,chargingTime_min,chargingCost_SEK,energy_kWh,Scenario,Season
38,work,18.5,201.625,117.95765435478845,29.48941358869711,noVIPV,SPRING
38,public,18.5,21835.416666666668,25960.343385492615,4720.06243372593,noVIPV,SPRING
39,home,19.0,140377.5,49730.7872087888,14208.79634536823,noVIPV,SPRING
39,work,19.0,251.66666666666666,124.52630221159609,31.131575552899022,noVIPV,SPRING
39,public,19.0,18861.25,22318.98570648914,4057.997401179844,noVIPV,SPRING
40,home,19.5,131891.75,46973.785948804056,13421.081699658302,noVIPV,SPRING
40,work,19.5,425.75,273.09155280179465,68.27288820044866,noVIPV,SPRING
40,public,19.5,15046.0,17557.64124074196,3192.298407407629,noVIPV,SPRING
41,home,20.0,121782.83333333333,43520.207895924774,12434.345113121364,noVIPV,SPRING
41,work,20.0,408.5416666666667,272.3209745549911,68.08024363874777,noVIPV,SPRING
41,public,20.0,12763.625,15429.911845077353,2805.4385172867915,noVIPV,SPRING
42,home,20.5,109400.54166666667,39316.60921806977,11233.316919448505,noVIPV,SPRING
42,work,20.5,270.125,193.6070659638944,48.4017664909736,noVIPV,SPRING
42,public,20.5,10337.541666666666,12892.84314348327,2344.15329881514,noVIPV,SPRING
43,home,21.0,95148.66666666667,34399.39107815787,9828.397450902248,noVIPV,SPRING
43,work,21.0,69.04166666666666,11.91527167305714,2.978817918264285,noVIPV,SPRING
43,public,21.0,7582.5,9541.86929609788,1734.8853265632508,noVIPV,SPRING
44,home,21.5,82600.04166666667,30008.242339713383,8573.783525632396,noVIPV,SPRING
44,work,21.5,93.45833333333334,15.116122517670817,3.7790306294177043,noVIPV,SPRING
44,public,21.5,5669.208333333333,7075.676805754461,1286.4866919553567,noVIPV,SPRING
45,home,22.0,72750.58333333333,15211.317710540628,7605.658855270314,noVIPV,SPRING
45,work,22.0,61.416666666666664,14.883877482329183,3.7209693705822957,noVIPV,SPRING
45,public,22.0,4133.375,5168.536288071061,939.7338705583747,noVIPV,SPRING
46,home,22.5,66140.95833333333,13896.690703010623,6948.345351505312,noVIPV,SPRING
46,work,22.5,0.0,0.0,0.0,noVIPV,SPRING
46,public,22.5,2962.6666666666665,3620.5509031656316,658.2819823937512,noVIPV,SPRING
47,home,23.0,59631.875,12643.578241740486,6321.789120870243,noVIPV,SPRING
47,work,23.0,0.0,0.0,0.0,noVIPV,SPRING
47,public,23.0,2103.0,2600.2305829494276,472.76919689989586,noVIPV,SPRING
48,home,23.5,54398.166666666664,11594.80365411485,5797.401827057425,noVIPV,SPRING
48,work,23.5,0.0,0.0,0.0,noVIPV,SPRING
48,public,23.5,1579.5833333333333,2036.6378774050572,370.29779589182857,noVIPV,SPRING
1,home,0.0,136632.58333333334,27650.774547067347,13825.387273533672,noVIPV,SUMMER
1,work,0.0,0.0,0.0,0.0,noVIPV,SUMMER
1,public,0.0,14312.291666666666,17666.21481477741,3212.0390572322563,noVIPV,SUMMER
2,home,0.5,127599.45833333333,26026.60882040428,13013.30441020214,noVIPV,SUMMER
2,work,0.5,0.0,0.0,0.0,noVIPV,SUMMER
2,public,0.5,11862.25,14772.846055445914,2685.9720100810755,noVIPV,SUMMER
3,home,1.0,113705.41666666667,23417.763232338344,11708.881616169172,noVIPV,SUMMER
3,work,1.0,0.0,0.0,0.0,noVIPV,SUMMER
3,public,1.0,7994.916666666667,9938.280349205792,1806.960063491962,noVIPV,SUMMER
4,home,1.5,96901.875,20168.483203890173,10084.241601945087,noVIPV,SUMMER
4,work,1.5,0.0,0.0,0.0,noVIPV,SUMMER
4,public,1.5,4167.125,5272.091762179979,958.5621385781781,noVIPV,SUMMER
5,home,2.0,78623.625,16498.269449098698,8249.134724549349,noVIPV,SUMMER
5,work,2.0,0.0,0.0,0.0,noVIPV,SUMMER
5,public,2.0,2224.7916666666665,2918.8674935299396,530.7031806418072,noVIPV,SUMMER
6,home,2.5,61973.125,13095.101626073327,6547.550813036663,noVIPV,SUMMER
6,work,2.5,0.0,0.0,0.0,noVIPV,SUMMER
6,public,2.5,602.4166666666666,791.4088856141249,143.8925246571136,noVIPV,SUMMER
7,home,3.0,45777.083333333336,9744.183050042306,4872.091525021152,noVIPV,SUMMER
7,work,3.0,0.0,0.0,0.0,noVIPV,SUMMER
7,public,3.0,166.66666666666666,209.3038600538648,38.055247282520874,noVIPV,SUMMER
8,home,3.5,30163.708333333332,6468.259283268237,3234.1296416341183,noVIPV,SUMMER
8,work,3.5,0.0,0.0,0.0,noVIPV,SUMMER
8,public,3.5,0.0,0.0,0.0,noVIPV,SUMMER
9,home,4.0,14292.583333333334,3086.550806295585,1543.2754031477925,noVIPV,SUMMER
9,work,4.0,44.416666666666664,25.099587871568303,6.274896967892076,noVIPV,SUMMER
9,public,4.0,166.79166666666666,117.79608817470374,21.41747057721886,noVIPV,SUMMER
10,home,4.5,3594.4166666666665,785.6623382880798,392.8311691440399,noVIPV,SUMMER
10,work,4.5,585.125,274.2366004620966,68.55915011552415,noVIPV,SUMMER
10,public,4.5,308.0833333333333,365.9459765419889,66.53563209854345,noVIPV,SUMMER
11,home,5.0,1226.875,327.4539557438754,130.98158229755015,noVIPV,SUMMER
11,work,5.0,2491.6666666666665,1114.864486661388,278.716121665347,noVIPV,SUMMER
11,public,5.0,765.2083333333334,648.661712255851,117.93849313742746,noVIPV,SUMMER
12,home,5.5,968.7083333333333,226.2228511690596,90.48914046762384,noVIPV,SUMMER
12,work,5.5,6514.916666666667,2934.4837552178383,733.6209388044596,noVIPV,SUMMER
12,public,5.5,1778.875,1564.9021250278824,284.52765909597866,noVIPV,SUMMER
13,home,6.0,808.4166666666666,188.1797021899034,75.27188087596136,noVIPV,SUMMER
13,work,6.0,11970.875,5477.557524351571,1369.3893810878928,noVIPV,SUMMER
13,public,6.0,5011.708333333333,4810.056104668527,874.5556553942776,noVIPV,SUMMER
14,home,6.5,739.75,172.0965134065903,68.83860536263612,noVIPV,SUMMER
14,work,6.5,21534.791666666668,10071.85252982588,2517.96313245647,noVIPV,SUMMER
14,public,6.5,10489.291666666666,9362.73758050301,1702.3159237278198,noVIPV,SUMMER
15,home,7.0,978.4583333333334,228.72854079443886,91.49141631777553,noVIPV,SUMMER
15,work,7.0,32265.333333333332,15121.525161584137,3780.3812903960343,noVIPV,SUMMER
15,public,7.0,15209.291666666666,14283.33055511201,2596.9691918385474,noVIPV,SUMMER
16,home,7.5,1635.625,416.0739229296845,166.4295691718738,noVIPV,SUMMER
16,work,7.5,50879.458333333336,23562.66387125036,5890.66596781259,noVIPV,SUMMER
16,public,7.5,26117.583333333332,23491.43012408482,4271.169113469968,noVIPV,SUMMER
17,home,8.0,2530.9583333333335,777.0290405984455,270.2709706429376,noVIPV,SUMMER
17,work,8.0,59431.708333333336,28201.434340582127,7050.358585145532,noVIPV,SUMMER
17,public,8.0,32486.666666666668,30104.36837804061,5473.521523280111,noVIPV,SUMMER
18,home,8.5,3159.0,952.6407371014808,331.35329986138464,noVIPV,SUMMER
18,work,8.5,53476.75,26919.53089697242,6729.882724243105,noVIPV,SUMMER
18,public,8.5,30623.708333333332,30279.24632379032,5505.317513416422,noVIPV,SUMMER
19,home,9.0,6310.75,1857.7192540870453,646.1632188128854,noVIPV,SUMMER
19,work,9.0,42498.541666666664,22482.06842920856,5620.51710730214,noVIPV,SUMMER
19,public,9.0,27585.75,28461.120267975377,5174.7491396318865,noVIPV,SUMMER
20,home,9.5,10633.0,3147.25852713984,1094.6986181355967,noVIPV,SUMMER
20,work,9.5,30469.708333333332,16644.58294638431,4161.145736596078,noVIPV,SUMMER
20,public,9.5,24688.041666666668,26372.155646254527,4794.937390228096,noVIPV,SUMMER
21,home,10.0,15633.5,3567.087501549506,1585.3722229108917,noVIPV,SUMMER
21,work,10.0,20168.041666666668,11227.983795450407,2806.995948862602,noVIPV,SUMMER
21,public,10.0,24911.291666666668,27307.62052484394,4965.021913607989,noVIPV,SUMMER
22,home,10.5,21256.875,4822.367826938411,2143.2745897504046,noVIPV,SUMMER
22,work,10.5,16026.0,8722.575935228368,2180.643983807092,noVIPV,SUMMER
22,public,10.5,27867.833333333332,29931.770631601146,5442.140114836572,noVIPV,SUMMER
23,home,11.0,27696.625,6371.392118920792,2831.729830631463,noVIPV,SUMMER
23,work,11.0,12790.583333333334,6899.530699814403,1724.8826749536008,noVIPV,SUMMER
23,public,11.0,27888.291666666668,30264.28675722551,5502.59759222282,noVIPV,SUMMER
24,home,11.5,37144.916666666664,8486.332276762514,3771.7032341166732,noVIPV,SUMMER
24,work,11.5,10082.416666666666,5575.415386057587,1393.8538465143968,noVIPV,SUMMER
24,public,11.5,29877.125,32485.892166764563,5906.525848502648,noVIPV,SUMMER
25,home,12.0,45696.375,10427.926200070944,4634.633866698197,noVIPV,SUMMER
25,work,12.0,9728.0,5210.405256601138,1302.6013141502845,noVIPV,SUMMER
25,public,12.0,35045.416666666664,39375.176522292444,7159.123004053171,noVIPV,SUMMER
26,home,12.5,51339.291666666664,11746.148384968597,5220.510393319377,noVIPV,SUMMER
26,work,12.5,9986.416666666666,5088.691597616761,1272.1728994041903,noVIPV,SUMMER
26,public,12.5,34448.166666666664,38594.52154364499,7017.18573520818,noVIPV,SUMMER
27,home,13.0,53889.041666666664,12309.010662300985,5470.671405467105,noVIPV,SUMMER
27,work,13.0,9999.0,5104.470593918959,1276.1176484797397,noVIPV,SUMMER
27,public,13.0,34526.708333333336,39173.56837420725,7122.466977128591,noVIPV,SUMMER
28,home,13.5,60933.0,13806.227383441808,6136.10105930747,noVIPV,SUMMER
28,work,13.5,10127.208333333334,5140.056515944086,1285.0141289860214,noVIPV,SUMMER
28,public,13.5,31599.125,37362.96947691872,6793.267177621585,noVIPV,SUMMER
29,home,14.0,70386.16666666667,15878.940605333466,7057.306935703763,noVIPV,SUMMER
29,work,14.0,8316.5,4547.163492469113,1136.7908731172784,noVIPV,SUMMER
29,public,14.0,32541.333333333332,37873.23722291916,6886.043131439848,noVIPV,SUMMER
30,home,14.5,76333.75,17157.997699426378,7625.776755300613,noVIPV,SUMMER
30,work,14.5,7086.0,3807.046428229961,951.7616070574902,noVIPV,SUMMER
30,public,14.5,32004.291666666668,37063.899890454326,6738.890889173515,noVIPV,SUMMER
