TimeIndex,chargerAccessType,Hour,Sample_session_starts,Fullscale_avg_daily_session_starts,Scenario,Season
22,public,10.5,187.0,467.5,VIPV50_Wp700,AUTUMN
23,home,11.0,205.0,512.5,VIPV50_Wp700,AUTUMN
23,work,11.0,24.0,60.0,VIPV50_Wp700,AUTUMN
23,public,11.0,216.0,540.0,VIPV50_Wp700,AUTUMN
24,home,11.5,212.0,530.0,VIPV50_Wp700,AUTUMN
24,work,11.5,35.0,87.5,VIPV50_Wp700,AUTUMN
24,public,11.5,258.0,645.0,VIPV50_Wp700,AUTUMN
25,home,12.0,224.0,560.0,VIPV50_Wp700,AUTUMN
25,work,12.0,38.0,95.0,VIPV50_Wp700,AUTUMN
25,public,12.0,228.0,570.0,VIPV50_Wp700,AUTUMN
26,home,12.5,235.0,587.5,VIPV50_Wp700,AUTUMN
26,work,12.5,53.0,132.5,VIPV50_Wp700,AUTUMN
26,public,12.5,223.0,557.5,VIPV50_Wp700,AUTUMN
27,home,13.0,243.0,607.5,VIPV50_Wp700,AUTUMN
27,work,13.0,45.0,112.5,VIPV50_Wp700,AUTUMN
27,public,13.0,241.0,602.5,VIPV50_Wp700,AUTUMN
28,home,13.5,263.0,657.5,VIPV50_Wp700,AUTUMN
28,work,13.5,19.0,47.5,VIPV50_Wp700,AUTUMN
28,public,13.5,240.0,600.0,VIPV50_Wp700,AUTUMN
29,home,14.0,347.0,867.5,VIPV50_Wp700,AUTUMN
29,work,14.0,21.0,52.5,VIPV50_Wp700,AUTUMN
29,public,14.0,206.0,515.0,VIPV50_Wp700,AUTUMN
30,home,14.5,293.0,732.5,VIPV50_Wp700,AUTUMN
30,work,14.5,9.0,22.5,VIPV50_Wp700,AUTUMN
30,public,14.5,222.0,555.0,VIPV50_Wp700,AUTUMN
31,home,15.0,331.0,827.5,VIPV50_Wp700,AUTUMN
31,work,15.0,8.0,20.0,VIPV50_Wp700,AUTUMN
31,public,15.0,204.0,510.0,VIPV50_Wp700,AUTUMN
32,home,15.5,436.0,1090.0,VIPV50_Wp700,AUTUMN
32,work,15.5,7.0,17.5,VIPV50_Wp700,AUTUMN
32,public,15.5,220.0,550.0,VIPV50_Wp700,AUTUMN
33,home,16.0,507.0,1267.5,VIPV50_Wp700,AUTUMN
33,work,16.0,7.0,17.5,VIPV50_Wp700,AUTUMN
33,public,16.0,263.0,657.5,VIPV50_Wp700,AUTUMN
34,home,16.5,555.0,1387.5,VIPV50_Wp700,AUTUMN
34,work,16.5,7.0,17.5,VIPV50_Wp700,AUTUMN
34,public,16.5,212.0,530.0,VIPV50_Wp700,AUTUMN
35,home,17.0,523.0,1307.5,VIPV50_Wp700,AUTUMN
35,work,17.0,6.0,15.0,VIPV50_Wp700,AUTUMN
35,public,17.0,221.0,552.5,VIPV50_Wp700,AUTUMN
36,home,17.5,451.0,1127.5,VIPV50_Wp700,AUTUMN
36,work,17.5,1.0,2.5,VIPV50_Wp700,AUTUMN
36,public,17.5,192.0,480.0,VIPV50_Wp700,AUTUMN
37,home,18.0,448.0,1120.0,VIPV50_Wp700,AUTUMN
37,work,18.0,6.0,15.0,VIPV50_Wp700,AUTUMN
37,public,18.0,156.0,390.0,VIPV50_Wp700,AUTUMN
38,home,18.5,308.0,770.0,VIPV50_Wp700,AUTUMN
38,work,18.5,1.0,2.5,VIPV50_Wp700,AUTUMN
38,public,18.5,146.0,365.0,VIPV50_Wp700,AUTUMN
39,home,19.0,257.0,642.5,VIPV50_Wp700,AUTUMN
39,work,19.0,1.0,2.5,VIPV50_Wp700,AUTUMN
39,public,19.0,96.0,240.0,VIPV50_Wp700,AUTUMN
40,home,19.5,222.0,555.0,VIPV50_Wp700,AUTUMN
40,work,19.5,1.0,2.5,VIPV50_Wp700,AUTUMN
40,public,19.5,76.0,190.0,VIPV50_Wp700,AUTUMN
41,home,20.0,146.0,365.0,VIPV50_Wp700,AUTUMN
41,work,20.0,0.0,0.0,VIPV50_Wp700,AUTUMN
41,public,20.0,56.0,140.0,VIPV50_Wp700,AUTUMN
42,home,20.5,145.0,362.5,VIPV50_Wp700,AUTUMN
42,work,20.5,0.0,0.0,VIPV50_Wp700,AUTUMN
42,public,20.5,38.0,95.0,VIPV50_Wp700,AUTUMN
43,home,21.0,120.0,300.0,VIPV50_Wp700,AUTUMN
43,work,21.0,0.0,0.0,VIPV50_Wp700,AUTUMN
43,public,21.0,31.0,77.5,VIPV50_Wp700,AUTUMN
44,home,21.5,103.0,257.5,VIPV50_Wp700,AUTUMN
44,work,21.5,0.0,0.0,VIPV50_Wp700,AUTUMN
44,public,21.5,19.0,47.5,VIPV50_Wp700,AUTUMN
45,home,22.0,93.0,232.5,VIPV50_Wp700,AUTUMN
45,work,22.0,0.0,0.0,VIPV50_Wp700,AUTUMN
45,public,22.0,10.0,25.0,VIPV50_Wp700,AUTUMN
46,home,22.5,69.0,172.5,VIPV50_Wp700,AUTUMN
46,work,22.5,0.0,0.0,VIPV50_Wp700,AUTUMN
46,public,22.5,10.0,25.0,VIPV50_Wp700,AUTUMN
47,home,23.0,74.0,185.0,VIPV50_Wp700,AUTUMN
47,work,23.0,0.0,0.0,VIPV50_Wp700,AUTUMN
47,public,23.0,5.0,12.5,VIPV50_Wp700,AUTUMN
48,home,23.5,75.0,187.5,VIPV50_Wp700,AUTUMN
48,work,23.5,0.0,0.0,VIPV50_Wp700,AUTUMN
48,public,23.5,3.0,7.5,VIPV50_Wp700,AUTUMN
1,home,0.0,216.0,540.0,VIPV50_Wp700,WINTER
1,work,0.0,0.0,0.0,VIPV50_Wp700,WINTER
1,public,0.0,39.0,97.5,VIPV50_Wp700,WINTER
2,home,0.5,117.0,292.5,VIPV50_Wp700,WINTER
2,work,0.5,0.0,0.0,VIPV50_Wp700,WINTER
2,public,0.5,20.0,50.0,VIPV50_Wp700,WINTER
3,home,1.0,38.0,95.0,VIPV50_Wp700,WINTER
3,work,1.0,0.0,0.0,VIPV50_Wp700,WINTER
3,public,1.0,11.0,27.5,VIPV50_Wp700,WINTER
4,home,1.5,20.0,50.0,VIPV50_Wp700,WINTER
4,work,1.5,0.0,0.0,VIPV50_Wp700,WINTER
4,public,1.5,7.0,17.5,VIPV50_Wp700,WINTER
5,home,2.0,8.0,20.0,VIPV50_Wp700,WINTER
5,work,2.0,0.0,0.0,VIPV50_Wp700,WINTER
5,public,2.0,0.0,0.0,VIPV50_Wp700,WINTER
6,home,2.5,1.0,2.5,VIPV50_Wp700,WINTER
6,work,2.5,0.0,0.0,VIPV50_Wp700,WINTER
6,public,2.5,0.0,0.0,VIPV50_Wp700,WINTER
7,home,3.0,0.0,0.0,VIPV50_Wp700,WINTER
7,work,3.0,0.0,0.0,VIPV50_Wp700,WINTER
7,public,3.0,0.0,0.0,VIPV50_Wp700,WINTER
8,home,3.5,0.0,0.0,VIPV50_Wp700,WINTER
8,work,3.5,0.0,0.0,VIPV50_Wp700,WINTER
8,public,3.5,1.0,2.5,VIPV50_Wp700,WINTER
9,home,4.0,0.0,0.0,VIPV50_Wp700,WINTER
9,work,4.0,4.0,10.0,VIPV50_Wp700,WINTER
9,public,4.0,2.0,5.0,VIPV50_Wp700,WINTER
10,home,4.5,0.0,0.0,VIPV50_Wp700,WINTER
10,work,4.5,15.0,37.5,VIPV50_Wp700,WINTER
10,public,4.5,4.0,10.0,VIPV50_Wp700,WINTER
11,home,5.0,3.0,7.5,VIPV50_Wp700,WINTER
11,work,5.0,32.0,80.0,VIPV50_Wp700,WINTER
11,public,5.0,16.0,40.0,VIPV50_Wp700,WINTER
12,home,5.5,3.0,7.5,VIPV50_Wp700,WINTER
12,work,5.5,57.0,142.5,VIPV50_Wp700,WINTER
12,public,5.5,35.0,87.5,VIPV50_Wp700,WINTER
13,home,6.0,1.0,2.5,VIPV50_Wp700,WINTER
13,work,6.0,126.0,315.0,VIPV50_Wp700,WINTER
13,public,6.0,82.0,205.0,VIPV50_Wp700,WINTER
14,home,6.5,4.0,10.0,VIPV50_Wp700,WINTER
14,work,6.5,163.0,407.5,VIPV50_Wp700,WINTER
14,public,6.5,102.0,255.0,VIPV50_Wp700,WINTER
15,home,7.0,12.0,30.0,VIPV50_Wp700,WINTER
15,work,7.0,298.0,745.0,VIPV50_Wp700,WINTER
15,public,7.0,223.0,557.5,VIPV50_Wp700,WINTER
16,home,7.5,10.0,25.0,VIPV50_Wp700,WINTER
16,work,7.5,337.0,842.5,VIPV50_Wp700,WINTER
16,public,7.5,232.0,580.0,VIPV50_Wp700,WINTER
17,home,8.0,17.0,42.5,VIPV50_Wp700,WINTER
17,work,8.0,195.0,487.5,VIPV50_Wp700,WINTER
17,public,8.0,195.0,487.5,VIPV50_Wp700,WINTER
18,home,8.5,41.0,102.5,VIPV50_Wp700,WINTER
18,work,8.5,107.0,267.5,VIPV50_Wp700,WINTER
18,public,8.5,177.0,442.5,VIPV50_Wp700,WINTER
19,home,9.0,53.0,132.5,VIPV50_Wp700,WINTER
19,work,9.0,52.0,130.0,VIPV50_Wp700,WINTER
19,public,9.0,168.0,420.0,VIPV50_Wp700,WINTER
20,home,9.5,73.0,182.5,VIPV50_Wp700,WINTER
20,work,9.5,47.0,117.5,VIPV50_Wp700,WINTER
20,public,9.5,171.0,427.5,VIPV50_Wp700,WINTER
21,home,10.0,106.0,265.0,VIPV50_Wp700,WINTER
21,work,10.0,33.0,82.5,VIPV50_Wp700,WINTER
21,public,10.0,219.0,547.5,VIPV50_Wp700,WINTER
22,home,10.5,116.0,290.0,VIPV50_Wp700,WINTER
22,work,10.5,50.0,125.0,VIPV50_Wp700,WINTER
22,public,10.5,206.0,515.0,VIPV50_Wp700,WINTER
23,home,11.0,172.0,430.0,VIPV50_Wp700,WINTER
23,work,11.0,25.0,62.5,VIPV50_Wp700,WINTER
23,public,11.0,248.0,620.0,VIPV50_Wp700,WINTER
24,home,11.5,188.0,470.0,VIPV50_Wp700,WINTER
24,work,11.5,45.0,112.5,VIPV50_Wp700,WINTER
24,public,11.5,250.0,625.0,VIPV50_Wp700,WINTER
25,home,12.0,243.0,607.5,VIPV50_Wp700,WINTER
25,work,12.0,57.0,142.5,VIPV50_Wp700,WINTER
25,public,12.0,243.0,607.5,VIPV50_Wp700,WINTER
26,home,12.5,251.0,627.5,VIPV50_Wp700,WINTER
26,work,12.5,66.0,165.0,VIPV50_Wp700,WINTER
26,public,12.5,264.0,660.0,VIPV50_Wp700,WINTER
27,home,13.0,247.0,617.5,VIPV50_Wp700,WINTER
27,work,13.0,43.0,107.5,VIPV50_Wp700,WINTER
27,public,13.0,244.0,610.0,VIPV50_Wp700,WINTER
28,home,13.5,267.0,667.5,VIPV50_Wp700,WINTER
28,work,13.5,20.0,50.0,VIPV50_Wp700,WINTER
28,public,13.5,214.0,535.0,VIPV50_Wp700,WINTER
29,home,14.0,326.0,815.0,VIPV50_Wp700,WINTER
29,work,14.0,23.0,57.5,VIPV50_Wp700,WINTER
29,public,14.0,213.0,532.5,VIPV50_Wp700,WINTER
30,home,14.5,328.0,820.0,VIPV50_Wp700,WINTER
30,work,14.5,7.0,17.5,VIPV50_Wp700,WINTER
30,public,14.5,199.0,497.5,VIPV50_Wp700,WINTER
31,home,15.0,342.0,855.0,VIPV50_Wp700,WINTER
31,work,15.0,11.0,27.5,VIPV50_Wp700,WINTER
31,public,15.0,200.0,500.0,VIPV50_Wp700,WINTER
32,home,15.5,443.0,1107.5,VIPV50_Wp700,WINTER
32,work,15.5,4.0,10.0,VIPV50_Wp700,WINTER
32,public,15.5,210.0,525.0,VIPV50_Wp700,WINTER
33,home,16.0,501.0,1252.5,VIPV50_Wp700,WINTER
33,work,16.0,8.0,20.0,VIPV50_Wp700,WINTER
33,public,16.0,234.0,585.0,VIPV50_Wp700,WINTER
34,home,16.5,511.0,1277.5,VIPV50_Wp700,WINTER
34,work,16.5,6.0,15.0,VIPV50_Wp700,WINTER
34,public,16.5,243.0,607.5,VIPV50_Wp700,WINTER
35,home,17.0,523.0,1307.5,VIPV50_Wp700,WINTER
35,work,17.0,7.0,17.5,VIPV50_Wp700,WINTER
35,public,17.0,244.0,610.0,VIPV50_Wp700,WINTER
36,home,17.5,418.0,1045.0,VIPV50_Wp700,WINTER
36,work,17.5,4.0,10.0,VIPV50_Wp700,WINTER
36,public,17.5,179.0,447.5,VIPV50_Wp700,WINTER
37,home,18.0,417.0,1042.5,VIPV50_Wp700,WINTER
37,work,18.0,5.0,12.5,VIPV50_Wp700,WINTER
37,public,18.0,156.0,390.0,VIPV50_Wp700,WINTER
38,home,18.5,304.0,760.0,VIPV50_Wp700,WINTER
38,work,18.5,1.0,2.5,VIPV50_Wp700,WINTER
38,public,18.5,128.0,320.0,VIPV50_Wp700,WINTER
39,home,19.0,237.0,592.5,VIPV50_Wp700,WINTER
39,work,19.0,3.0,7.5,VIPV50_Wp700,WINTER
39,public,19.0,86.0,215.0,VIPV50_Wp700,WINTER
40,home,19.5,244.0,610.0,VIPV50_Wp700,WINTER
40,work,19.5,1.0,2.5,VIPV50_Wp700,WINTER
40,public,19.5,76.0,190.0,VIPV50_Wp700,WINTER
41,home,20.0,175.0,437.5,VIPV50_Wp700,WINTER
41,work,20.0,0.0,0.0,VIPV50_Wp700,WINTER
41,public,20.0,54.0,135.0,VIPV50_Wp700,WINTER
42,home,20.5,133.0,332.5,VIPV50_Wp700,WINTER
42,work,20.5,0.0,0.0,VIPV50_Wp700,WINTER
42,public,20.5,45.0,112.5,VIPV50_Wp700,WINTER
43,home,21.0,114.0,285.0,VIPV50_Wp700,WINTER
43,work,21.0,0.0,0.0,VIPV50_Wp700,WINTER
43,public,21.0,40.0,100.0,VIPV50_Wp700,WINTER
44,home,21.5,91.0,227.5,VIPV50_Wp700,WINTER
44,work,21.5,0.0,0.0,VIPV50_Wp700,WINTER
44,public,21.5,14.0,35.0,VIPV50_Wp700,WINTER
45,home,22.0,439.0,1097.5,VIPV50_Wp700,WINTER
45,work,22.0,0.0,0.0,VIPV50_Wp700,WINTER
45,public,22.0,69.0,172.5,VIPV50_Wp700,WINTER
46,home,22.5,568.0,1420.0,VIPV50_Wp700,WINTER
46,work,22.5,0.0,0.0,VIPV50_Wp700,WINTER
46,public,22.5,91.0,227.5,VIPV50_Wp700,WINTER
47,home,23.0,532.0,1330.0,VIPV50_Wp700,WINTER
47,work,23.0,0.0,0.0,VIPV50_Wp700,WINTER
47,public,23.0,93.0,232.5,VIPV50_Wp700,WINTER
48,home,23.5,423.0,1057.5,VIPV50_Wp700,WINTER
48,work,23.5,0.0,0.0,VIPV50_Wp700,WINTER
48,public,23.5,79.0,197.5,VIPV50_Wp700,WINTER
