HexID,chargerAccessType,noVIPV_cost,noVIPV_time_min,VIPV_cost,VIPV_time_min,Cost_saving_SEK_day,Time_saving_min_day,Cost_reduction_pct,Time_reduction_pct
144,home,2546.0216536144867,9940.291210045663,2474.329051489595,9758.347831050229,71.69260212489189,181.9433789954346,2.8158677292910186,1.8303626639384825
144,public,1715.6941471879684,1587.2753424657535,1770.9800397880606,1630.8383561643836,-55.28589260009221,-43.56301369863013,-3.222362953834521,-2.744515241505431
144,work,4.931506849315069,25.46917808219178,103.12328767123287,240.60639269406389,-98.1917808219178,-215.1372146118721,-1991.1111111111109,-844.6963381291738
145,home,0.0,0.0,0.0,0.0,0.0,0.0,,
145,public,13.863013698630137,28.58721461187214,24.26027397260274,31.370319634703193,-10.397260273972602,-2.7831050228310517,-74.99999999999999,-9.735488611315215
145,work,0.0,0.0,0.0,0.0,0.0,0.0,,
146,home,0.0,0.0,0.0,0.0,0.0,0.0,,
146,public,331.0924657534246,249.91666666666666,199.05479452054794,174.6093607305936,132.03767123287668,75.30730593607305,39.879394697917846,30.13296669666144
146,work,0.0,0.0,0.0,0.0,0.0,0.0,,
147,home,744.1085079572972,3306.0349315068493,834.118066836952,3636.2474885844754,-90.00955887965483,-330.2125570776261,-12.096294816833392,-9.988175077361308
147,public,0.0,0.0,0.0,0.0,0.0,0.0,,
147,work,0.0,0.0,0.0,0.0,0.0,0.0,,
148,home,1956.0345732988474,7439.373401826484,2095.908429254835,7967.052968036529,-139.87385595598766,-527.6795662100449,-7.150888735064164,-7.093064666985141
148,public,3181.3356164383563,2506.1007990867583,3464.6609589041095,2544.545319634703,-283.32534246575324,-38.44452054794465,-8.90586145648312,-1.5340372806215183
148,work,516.3287671232877,1078.217694063927,406.2739726027397,832.4539954337899,110.05479452054794,245.76369863013701,21.314867876472462,22.79351377585219
149,home,2364.6257600184467,9815.041438356164,2274.7943053368435,9889.321118721462,89.83145468160319,-74.27968036529819,3.798971329860773,-0.7567943633433977
149,public,3334.0924657534247,2784.11095890411,3138.475799438694,2539.0624429223744,195.61666631473054,245.04851598173536,5.867163803164826,8.801679228984181
149,work,67.61643835616438,128.46552511415527,272.958904109589,487.00479452054793,-205.34246575342462,-358.5392694063927,-303.68719611021066,-279.0937639400084
15,home,83.17349107298983,364.3502283105023,133.93535169519416,529.4340182648401,-50.761860622204324,-165.08378995433782,-61.031297312815305,-45.309094691619634
15,public,0.0,0.0,0.0,0.0,0.0,0.0,,
15,work,278.7671232876712,515.0436073059361,218.986301369863,405.68390410958904,59.7808219178082,109.35970319634708,21.44471744471744,21.233095925290726
150,home,2285.723585607883,9699.326598173517,2037.4016491139241,8686.836187214612,248.32193649395867,1012.4904109589042,10.864040519051565,10.438770163173665
150,public,557.5719178082192,485.1038812785388,346.19863013698637,264.7955479452055,211.3732876712328,220.30833333333328,37.90960070265521,45.414671338577854
150,work,252.05479452054794,458.61152968036527,292.54794520547944,570.8248858447488,-40.49315068493149,-112.21335616438353,-16.065217391304344,-24.468062598119143
151,home,0.0,0.0,0.0,0.0,0.0,0.0,,
151,public,925.695205479452,726.0876712328767,894.5787671232877,679.1116438356164,31.116438356164394,46.97602739726028,3.3614129328938276,6.469745907886893
151,work,0.0,0.0,0.0,0.0,0.0,0.0,,
152,home,3637.1841778352805,15844.743493150685,3317.2427567130057,14181.706506849316,319.94142112227473,1663.0369863013693,8.796404181893594,10.495827761555507
152,public,3423.5034651860256,3024.4460045662104,3133.3967405234525,2790.7771689497717,290.106724662573,233.66883561643863,8.47397198842354,7.726004539795156
152,work,0.0,0.0,0.0,0.0,0.0,0.0,,
153,home,3560.807518725128,14307.276826484016,2934.844138127443,11710.136415525116,625.963380597685,2597.1404109589002,17.579253506569714,18.152583768780982
153,public,1707.75,1440.483789954338,1879.1164383561643,1441.8119863013699,-171.36643835616428,-1.3281963470319624,-10.034632607592698,-0.09220487979764529
153,work,298.52054794520546,589.0657534246575,318.986301369863,592.2599315068494,-20.46575342465752,-3.194178082191911,-6.8557268722466915,-0.5422447432433283
154,home,721.511389896213,3350.5986301369862,546.49450544074,2406.2754566210047,175.01688445547302,944.3231735159816,24.256981512190485,28.183715143385403
154,public,626.8116438356165,723.1796803652969,728.486301369863,714.6216894977168,-101.67465753424653,8.557990867580088,-16.220926738385714,1.1833837564762915
154,work,1380.027397260274,2844.2751141552512,1125.835616438356,2126.5843607305933,254.19178082191797,717.6907534246579,18.419328581922148,25.232817664257905
155,home,1008.5742964919606,4737.246461187215,1021.9854601505758,4595.200570776256,-13.411163658615237,142.04589041095824,-1.3297149952425085,2.998490612104647
155,public,0.0,0.0,0.0,0.0,0.0,0.0,,
155,work,83.0958904109589,137.37739726027397,75.61643835616438,111.08264840182648,7.479452054794521,26.29474885844749,9.000989119683483,19.14052048069429
156,home,3303.208527403204,12882.584589041096,2698.319620485806,11115.175570776257,604.8889069173979,1767.4090182648397,18.312162308230885,13.719366684914545
156,public,12964.065068493152,11232.324771689497,12354.357366101114,10799.814269406392,609.7077023920374,432.51050228310487,4.703059566353329,3.8505875771436524
156,work,275.5068493150685,568.6525114155252,117.0958904109589,241.5381278538813,158.4109589041096,327.1143835616439,57.498011137629284,57.52447707429805
157,home,282.06620608783606,1504.7600456621003,349.649762600144,1635.421118721461,-67.58355651230795,-130.66107305936066,-23.960174970858535,-8.683183304609159
157,public,0.0,0.0,0.0,0.0,0.0,0.0,,
157,work,2426.027397260274,4715.144863013698,1420.7123287671234,2998.2494292237443,1005.3150684931506,1716.895433789954,41.43873517786561,36.412358128326844
158,home,1250.262490960032,4723.099543378995,1255.3880751808404,4604.258904109589,-5.125584220808378,118.84063926940598,-0.4099606488932276,2.516157836139637
158,public,0.0,0.0,0.0,0.0,0.0,0.0,,
158,work,150.68493150684932,304.2753424657534,206.9041095890411,415.94817351598175,-56.219178082191775,-111.67283105022835,-37.309090909090905,-36.70124241592047
159,home,3500.217165897767,15205.920433789955,3259.7707029253884,13878.26929223744,240.4464629723784,1327.6511415525147,6.869472709151364,8.731146183050283
159,public,6603.352739726028,5570.291438356165,6833.9006849315065,5742.568036529681,-230.54794520547875,-172.2765981735165,-3.491377097250815,-3.0927753077199247
159,work,37.75342465753425,102.96244292237442,77.20547945205479,159.9552511415525,-39.45205479452054,-56.99280821917809,-104.49927431059504,-55.35300698153227
