Scenario,vehicleId,Adoption_pct,System_Wp,PV_produced_annual_kWh_vehicle,PV_stored_annual_kWh_vehicle,PV_wasted_annual_kWh_vehicle,PV_event_count,Driving_event_count,Parked_open_event_count,Mean_start_SoC_frac,Max_start_SoC_frac
VIPV20_Wp1000,1873802,20,1000,512.5119795963042,468.9723496035565,43.539629999178295,379,245,134,0.7594464219204571,1.0
VIPV20_Wp1000,1874473,20,1000,436.66557846524336,257.55078262709486,179.11479584200458,96,56,40,0.7374633197680635,1.0
VIPV20_Wp1000,1874569,20,1000,580.0834701550357,580.0834701553396,8.664830568046393e-09,76,42,34,0.6501726374953258,0.946459333348927
VIPV20_Wp1000,1874729,20,1000,476.4321809197889,476.43218092090814,8.446292336494531e-09,55,28,27,0.64968664657155,0.8595459251563151
VIPV20_Wp1000,1874742,20,1000,462.73166933766174,454.1009478946393,8.630721448640731,90,56,34,0.69129018412341,1.0
VIPV20_Wp1000,1875335,20,1000,443.9257321010781,443.925732101114,5.452164508371903e-09,132,77,55,0.5237360948284517,0.6537078213987482
VIPV20_Wp1000,1875612,20,1000,562.0205739961373,426.8238708118837,135.196703194762,79,42,37,0.8966443656020044,1.0
VIPV20_Wp1000,1876446,20,1000,582.600451540392,566.2190727589431,16.38137879356792,161,98,63,0.8175626583186298,1.0
VIPV20_Wp1000,1876458,20,1000,475.50517145947475,474.3398791978691,1.165292270935488,90,56,34,0.7141140796375098,1.0
VIPV20_Wp1000,1876504,20,1000,392.5267933166764,392.52679331789557,2.805281963370933e-09,83,49,34,0.5561469905884846,0.7509965811643647
VIPV20_Wp1000,1876650,20,1000,539.2781945972333,347.27977051592256,191.99842409179882,93,49,44,0.8871053716786985,1.0
VIPV20_Wp1000,1876936,20,1000,564.4925890786579,549.064201139996,15.428387950551912,318,196,122,0.6634307564289126,1.0
VIPV20_Wp1000,1876938,20,1000,589.4707660518305,520.0987500115945,69.37201604972766,62,28,34,0.7872560161746553,1.0
VIPV20_Wp1000,1876986,20,1000,470.9018668368179,450.3573785440502,20.544488304327984,104,63,41,0.7164407615058788,1.0
VIPV20_Wp1000,1877017,20,1000,477.4166282569562,474.29757237528503,3.119055889602924,167,98,69,0.7468187812930812,1.0
VIPV20_Wp1000,1877148,20,1000,573.8525463070639,548.7937078192101,25.05883849360338,108,56,52,0.7712015826370313,1.0
VIPV20_Wp1000,1877296,20,1000,538.6609442257623,534.3053234845548,4.355620752500746,171,105,66,0.7814429894766168,1.0
VIPV20_Wp1000,1877360,20,1000,474.1209282669777,395.387359637419,78.73356863199909,112,70,42,0.7584789049022596,1.0
VIPV20_Wp1000,1877576,20,1000,409.8698077709536,409.869807771283,6.7126018787809205e-09,73,42,31,0.6248590723606726,0.8180682552778118
VIPV20_Wp1000,1877679,20,1000,405.05847622650026,395.85682974613457,9.201646483977765,89,56,33,0.7159160875060187,1.0
VIPV20_Wp1000,1877971,20,1000,444.2295756802458,414.79207512707103,29.437500557355314,75,49,26,0.7618978785090601,1.0
